典拠	東島通商語	日本語直訳	和訳	英訳		
我々の遊戯	王、将巫筆、馬虎、車弓兵 e jule leti pecela. jo atakecit leti, atakecit 船車馬 pi atakecit 船 leti lucit leti cul. kaleti dat e nenulel leti dat. atakecit lucit cetleti 兵 leti dat pi it 兵 leti kak e xep leti nole e cetleti.		【王】、【将巫筆】、【馬虎】、【車弓兵】を基本とする体系。これに加え、【船】の使い道を確保するために乗り物を集めた【船車馬】が採用されていたり、【兵】の価値を高めるために【兵】にまつわる役が何個か足されていることが多かった。			
我々の遊戯	- 3leti laiju leti zo leti pecela		- 三連体系			
我々の遊戯	xepit lape leti pecela pi "3leti laiju leti zo e dat" leti wacpalbit mol. ka e panleti jo launza.		上の体系を拡張して、3 つの連続する駒を役とすることがあった。以下の通りである。			
我々の遊戯	王、将巫筆、巫筆馬、筆馬虎、馬虎車、虎車弓、車弓兵、弓兵船		王、将巫筆、巫筆馬、筆馬虎、馬虎車、虎車弓、車弓兵、弓兵船			
我々の遊戯	jo penulleti kinpit kin leti cul aucleti kin e ka.		それぞれの点数は、前述の古計算法により、次のようになる			
我々の遊戯	2-4leti cepkulante: 2, 56?片, 48?片, 52?片, 6, 44?片, 28?片		2 倍・4 倍ルール: 2 | 5.6 | 4.8 | 5.2 | 6 | 4.4 | 2.8			
我々の遊戯	pi, dodo leti kak e tude jo xep kak cila. jo kaleti julo ka jol nip e kaniciti. jo etleti julo kaleti cela lauzait nincetkaik jo xep julo. mi cet lukupit nincetkaik jo launza.		しかしながら、馬の価値が高くなりすぎるためか、あまり普及はしなかったようである。一方でこの体系は後に紹介する紙机戦に大きな影響を与えた。			
我々の遊戯	- mopleti dat leti pecela		- 具象役体系			
我々の遊戯	letit mobit pankaleti julo leti dat cet leti cepkulante mol. kaleti naclanac leti dat e xelit panleti lawa o kileleti polto leti lata pi cet waxecleti mol. keco, 光戦王集 e lucit 将馬弓兵 leti dat.		モチーフを具象するような役を多く持つ体系も存在した。この種の役は世代や出身によってよって著しい差異が見られた。たとえば、【将馬弓兵】を集める光戦王集(【光戦王集】:アイカイㇰヨウダッ)という役などがあった。			
我々の遊戯	kinpit panleti dat leti cul		同一役の数え方			
我々の遊戯	panleti dat cet mol pi jo ail panit leti cetkaik kinpit cileti dat jo panleti nole. jo poto kinpit jo makleti. jo et xelit kinpit dat leti nole leti kin pi atakecit kin leti cepkulante mol.		同一役が複数成立している場合、標準机戦ではその役を1回しか数えないが、地域によっては2回数える場合や、個数に基づいて加点するといった規則が存在する。			
我々の遊戯	kin leti jukenel		得点の上限			
我々の遊戯	jo ail panit leti cetkaik panleti lata iceit 4?leti kin pi belpic e lucuc. jo nole belpic e zel jo aucleti xot e lucuc leti nole. jo et pi nip lucit kin leti bepale pi letit leti late e tude o kile.		標準机戦では一方のプレーヤーが 40 点を獲得するとゲームが終了するが、場合によっては全ての季節が終わるまでゲームを続けることや、そもそも得点盤を使わずに所持金をやり取りする場合もある。			
我々の遊戯	古机戦 penulleti cetkaik		古机戦(【古机戦】:ズィアーセッカイㇰ)			
我々の遊戯	lucit dat leti kinpecela molip pi xiju leti panxenco molip pi ka e penulleti cetkaik. cene letit leti kin e nuxep pi panxenco molip pi nip e kaniciti jo cubelpic. mi cet nip cene patac ticotit kije cepkulante. pi, jo kantel mi cet cene kante kije cepkulante leti nuxep julo.                                jo kaleti polto mi cet kanteit tude penulleti cetkaik. kaleti cepkulante e ail panit leti julo. cetleti polto leti wacpalbit mol jo kulante pi mi cet kanteit tude ka.		役に基づく得点システムがなく、投げ棒によるランダム要素のない机戦を古机戦と呼んでいる。ここでは、文化省が標準化した新古机戦というルールを取り上げ、加えて文献に見られる地方差などについても取り扱う。			
我々の遊戯	pac it leti nole		初期配置			
我々の遊戯	jo penulleti cetkaik dec kaceit letit leti lata. jo kaleti cepkulante kopzo molip. jo panleti cepkulante xije at pice leti poto e nupanleti pi jo etleti cepkulante cene inpelit xije at pice leti pac it leti poto. coxetleti nutok mol jo bepale leti cucital pi ka e tanna. zo nip e 船 pi ci nip cene e tude jo tanna pi 船 nip cene e tude jo nip tanna leti nutok.		古机戦においては色が陣営を示す。また、このルールでは手駒は存在しない。また、【車】と【獣】の位置が逆の変種や、【車】と【獣】の初期位置を交換できるという変種も存在する。中央付近の青いマスは水(nua2)と呼ばれ、船以外の駒は水に入ることができず、船がここから出ることもできない。			
我々の遊戯	🖼️		🖼️			
我々の遊戯	belpic leti cela		ゲームの構造			
我々の遊戯	jo kaleti belpic panleti xot mol pi jo panleti xot nupanleti dije mol. jo dije lata letit panleti zo pi tudeit cileti zo pi xelit letit etleti zo leti cul. mak-mak dije e tude pi lata lauzait lap panleti dat leti caupla pi ci e molkaleti lata. jo atakecit leti, makleti lata nip cene molkait pi lukupit ka pi belpic e deleje. lata nip cene cikinait etleti lata leti letit cileti caupla pi ci ticotit ka pi ci cene lukupit numolkait leti.		このゲームは多くの場合1つの季節によって成り立っており、 1 つの季節は複数の手番によって成り立っている。手番において、 プレーヤーは1つの駒を選び、その駒を動かし、他の駒の獲得を目指す。これを繰り返し、唯一の役である 【王】(王)を完成させたプレーヤーが勝者となる。なお、 勝負がつかなくなったとお互いが認めたときは引き分けとなり、自らの王が取られることが避けられないことが分かった場合には投了することができる。			
我々の遊戯	dije leti xep pulac		手番の概要			
我々の遊戯	- 1. tudeleti awi (delu it ka)		- 1. 移動フェーズ(必ず行う)			
我々の遊戯	tudeit zo.		駒を移動する。			
我々の遊戯	- tudeit leti zo e panleti.		- 動かす駒は一つ。			
我々の遊戯	- lap tudeit untik leti zo.		- 自分の駒しか動かせない。			
我々の遊戯	- lucit zo untik leti tudeleti cul. kaleti cul e panleti jo launza.		- 駒固有の動き(後述)に従う。			
我々の遊戯	- 2. letit kije leti awi (etleti lata leti zo mol jo zo e tude leti polto pi delu it ka)		- 2. 獲得フェーズ(移動先に相手の駒があれば)			
我々の遊戯	jo bepale nipit zo pi kaleti zo e tude jo untik leti kopzo.		駒を盤上から除き自分の手駒に加える。			
我々の遊戯	tudeleti awi		移動フェーズ			
我々の遊戯	- zo leti tudeleti		- 駒の動き			
我々の遊戯	jo panleti dije lata letit zo pi tudeit zo. jo kaleti nole lata delu tudeit untik leti zo. jo zo e tude leti nole lucit zo untik leti tudeleti cul.		各手番に、プレーヤーは駒を一つ選び移動する。この際、プレーヤーは自分の駒を動かすことになる。駒の移動は駒固有の動きに従う。			
我々の遊戯	船                                pijume                                 mu-ak                                 nu-ak    cene e tude jo aucleti tanna jo etleti lata leti 船 leti kapoto. nip cene tude jo nip tanna leti poto pi etleti zo nip cene letit ka. 船 nip cene cemokoit 船.		【船】                                船                                ムアーㇰ                                ヌアーㇰ    相手の船に遮られない限り水の中ならどこへでも動ける。水から出ることができないが、駒に取られることもない。船が船を踏むことも出来ない。			
我々の遊戯	兵                                elme                                kauk    🖼️    🖼️		【兵】                                兵                                カーウㇰ    🖼️    🖼️			
我々の遊戯	e tude jo etleti lata leti 3leti etecel leti cipoto pi cene e tude jo 6 leti lujot.		相手側 3 段に入ると前後左右に 1 マス動けるようになる。			
我々の遊戯	弓                                kuctu                                gu-a    🖼️		【弓】                                弓                                グヮー    🖼️			
我々の遊戯	車                                xije                                kaun    🖼️    jo letit zo leti nole xenkanit kaleti zo pi tude jo cileti panleti cipoto.		【車】                                車                                カーゥン    🖼️    駒を取るときはその駒を跳び、駒の一つ向こうのマスに動く。			
我々の遊戯	獣                                pice    🖼️    jo letit zo leti nole xenkanit kaleti zo pi tude jo cileti panleti cipoto.		【獣】                                獣                                ザゥㇷ゚    🖼️    駒を取るときはその駒を跳び、駒の一つ向こうのマスに動く。			
我々の遊戯	将                                xan                                wai    🖼️		【将】                                将                                ワーイ    🖼️			
我々の遊戯	王                                caupla                                jo-u    🖼️		【王】                                王                                ヨウ    🖼️			
我々の遊戯	cemokoit		踏越え			
我々の遊戯	jo penulleti cetkaik lata cene lap cemokoit 船. pi, cene mak-mak cemokoit 船. cemokoit pi cene letit zo. letit zo pi nip cene cemokoit. (delu xelit "xije at pice".)		古机戦においては船以外の駒を踏むことはできない。しかし、船を連続で踏越えをすることが認められる。踏越えの後で駒を取ることはできるが、駒を取ってからの踏越えはできない（「車・獣」参照）。			
我々の遊戯	xije at pice		車・獣			
我々の遊戯	cileti panleti cipoto leti nutok e tanna o nip e bepale leti polto pi nip cene e tude jo cileti panleti cipoto leti nutok pi nip cene letit cileti zo (jo xon cepkulante lata cene letit zo pi nipit xiju o pice).		「一つ向こうのマス」が水・盤外などで動けない場合にはその駒を取ることはできない（車・獣が失われるのと引き換えに駒を取れる変種も存在する）。			
我々の遊戯	jo etleti zo mol jo cileti panleti cipoto leti nutok leti nole, nip cene letit xenkanit leti zo. jo 船 mol jo cileti panleti cipoto leti nutok, nip cene it "letit zo pi cemokoit". deliju xelit ka cila.		「一つ向こうのマス」に他の駒がいる場合も跳んだ駒を取ることはできない。特に、船が「一つ向こうのマス」にある場合でも、駒を取って踏越えをすることはできないため、注意が必要である。			
我々の遊戯	jo atakecit leti, jo penulleti nole lata lucit wacpalbit leti 車 at 獣. ka e "kaleti makleti nip e dicnoc" o "kaleti makleti e dicnoc" o "車 lap e dicnoc" o et. jo 獣 nip e dicnoc leti nole, lata atakecit belpic leti cepkulante jo nole. ka e "zo cene cemokoit jo makleti o xep nole".		なお、車と獣に関しては、歴史的には「両方走らない」・「両方走る」・「車だけ走る」などの変種があったとされている。獣が走らない場合は駒が連続して跳ぶことができるという規則が追加されて遊ばれる場合もある。			
我々の遊戯	nincetkaik leti belpic		紙机戦のゲーム			
我々の遊戯	jo kaleti belpic lata lucit 紙机戦 leti alailen leti bapala.		この遊びにおいては紙机戦（紙机戦：ニーンセッカイㇰ）というカードを使う。			
